Chronomaly Mayan Machine,Effect Monster,1500,700
Chronomaly Moai Carrier,Effect Monster,900,1800
Chronomaly Mud Golem,Effect Monster,1700,1000
Chronomaly Nebra Disk,Effect Monster,1800,1500
Chronomaly Tula Guardian,Effect Monster,1800,900
Chronomaly Winged Sphinx,Effect Monster,1600,1900
Chrysalis Chicky,Effect Monster,600,400
Chrysalis Dolphin,Effect Monster,400,600
Chrysalis Larva,Effect Monster,300,300
Chrysalis Mole,Effect Monster,700,100
Chrysalis Pantail,Effect Monster,800,300
Chrysalis Pinny,Effect Monster,100,700
Chthonian Soldier,Effect Monster,1200,1400
Chu-Ske the Mouse Fighter,Normal Monster,1200,0
Cipher Mirror Knight,Effect Monster,0,0
Cipher Twin Raptor,Effect Monster,1600,800
Claw Reacher,Normal Monster,1000,800
Clear Kuriboh,Effect Monster,300,200
Clock Resonator,Tuner Monster,1200,600
Cloudcastle,Synchro Monster,0,3000
Cloudian - Acid Cloud,Effect Monster,500,0
Cloudian - Cirrostratus,Effect Monster,900,0
Cloudian - Eye of the Typhoon,Effect Monster,3000,1000
Cloudian - Nimbusman,Effect Monster,1000,1000
Cloudian - Sheep Cloud,Effect Monster,0,0
Cloudian - Storm Dragon,Effect Monster,1000,0
Cloudian - Turbulence,Effect Monster,800,0
Coach Captain Bearman,Effect Monster,2600,2700
Coach Goblin,Effect Monster,1200,1500
Coach King Giantrainer,XYZ Monster,2800,2000
Coach Soldier Wolfbark,Effect Monster,1600,1200
Cobraman Sakuzy,Effect Monster,800,1400
Cockadoodledoo,Tuner Monster,1600,2000
Cockroach Knight,Effect Monster,800,900
Cocoon of Evolution,Effect Monster,0,2000
Codarus,Effect Monster,1400,1200
Cold Enchanter,Effect Monster,1600,1200
Colossal Fighter,Synchro Monster,2800,1000
Combo Fighter,Effect Monster,1600,800
Combo Master,Effect Monster,2200,1500
Command Knight,Effect Monster,1200,1900
Commander Covington,Effect Monster,1000,600
Condemned Maiden,Effect Monster,100,2000
Consecrated Light,Effect Monster,0,0
Constellar Acubens,Effect Monster,800,2000
Constellar Aldebaran,Effect Monster,1300,800
Constellar Algiedi,Effect Monster,1600,1400
Constellar Alrescha,Effect Monster,2200,1200
Constellar Antares,Effect Monster,2400,900
Constellar Hyades,XYZ Monster,1900,1100
Constellar Kaus,Effect Monster,1800,700
Constellar Leonis,Effect Monster,1000,1800
Constellar Omega,XYZ Monster,2400,500
Constellar Pleiades,XYZ Monster,2500,1500
Constellar Praesepe,XYZ Monster,2400,800
Constellar Rasalhague,Effect Monster,900,100
Constellar Siat,Effect Monster,100,1600
Constellar Virgo,Effect Monster,2300,1600
Constellar Zubeneschamali,Effect Monster,2100,1400
Construction Train Signal Red,Effect Monster,1000,1300
Contrast HERO Chaos,Fusion Monster,3000,2600
Copy Plant,Tuner Monster,0,0
Copycat,Effect Monster,0,0
Coral Dragon,Synchro Tuner Monster,2400,500
Corroding Shark,Normal Monster,1100,700
Cosmic Compass,Effect Monster,100,300
Cosmic Fortress Gol'gar,Synchro Monster,2600,1800
Cosmic Horror Gangi'el,Effect Monster,2600,2000
Cosmo Queen,Normal Monster,2900,2450
Counselor Lily,Tuner Monster,400,1500
Crane Crane,Effect Monster,300,900
Cranium Fish,Effect Monster,2400,1000
Crashbug Y,Effect Monster,1400,1600
Crashbug Z,Effect Monster,0,1500
Crawling Dragon,Normal Monster,1600,1400
Crawling Dragon 2,Normal Monster,1600,1200
Crazy Fish,Normal Monster,1600,1200
Creation Resonator,Tuner Monster,800,600
Creeping Doom Manta,Effect Monster,1300,1200
Creepy Coney,Flip Effect Monster,1000,1900
Crimson Blader,Synchro Monster,2800,2600
Crimson Knight Vampire Bram,XYZ Monster,2500,0
Crimson Ninja,Flip Effect Monster,300,300
Crimson Nova the Dark Cubic Lord,Effect Monster,3000,0
Crimson Nova Trinity the Dark Cubic Lord,Fusion Monster,4500,3000
Crimson Sentry,Effect Monster,1500,1200
Crimson Sunbird,Fusion Monster,2300,1800
Criosphinx,Effect Monster,1200,2400
Cross Porter,Effect Monster,400,400
Cross-Sword Beetle,Effect Monster,1800,1200
Crusader of Endymion,Gemini Monster,1900,1200
Cryomancer of the Ice Barrier,Tuner Monster,1300,0
Crystal Beast Amber Mammoth,Effect Monster,1700,1600
Crystal Beast Amethyst Cat,Effect Monster,1200,400
Crystal Beast Cobalt Eagle,Effect Monster,1400,800
Crystal Beast Emerald Tortoise,Effect Monster,600,2000
Crystal Beast Ruby Carbuncle,Effect Monster,300,300
Crystal Beast Sapphire Pegasus,Effect Monster,1800,1200
Crystal Beast Topaz Tiger,Effect Monster,1600,1000
Crystal Wing Synchro Dragon,Synchro Monster,3000,2500
Crystron Ametrix,Synchro Monster,2500,1500
Crystron Phoenix,Synchro Monster,2800,2000
Crystron Prasiortle,Effect Monster,500,2000
Crystron Quandax,Synchro Tuner Monster,1800,2000
Crystron Rion,Tuner Monster,500,500
Crystron Rosenix,Effect Monster,1800,1000
Crystron Thystvern,Effect Monster,1500,1500
Cuben,Effect Monster,600,1900
Cure Mermaid,Effect Monster,1500,800
Curse of Dragon,Normal Monster,2000,1500
Curse of Dragonfire,Effect Monster,2000,1500
Cursed Fig,Effect Monster,200,200
Curtain of the Dark Ones,Normal Monster,600,500
CXyz Barian Hope,XYZ Monster,0,0
CXyz Battleship Cherry Blossom,XYZ Monster,2400,2000
CXyz Comics Hero Legend Arthur,XYZ Monster,3000,2400
CXyz Dark Fairy Cheer Girl,XYZ Monster,2500,1900
CXyz Mechquipped Djinn Angeneral,XYZ Monster,2600,1600
CXyz Simon the Great Moral Leader,XYZ Monster,3000,2500
CXyz Skypalace Babylon,XYZ Monster,3800,4000
Cyber Angel Benten,Ritual Effect Monster,1800,1500
Cyber Angel Dakini,Ritual Effect Monster,2700,2400
Cyber Angel Idaten,Ritual Effect Monster,1600,2000
Cyber Archfiend,Effect Monster,1000,2000
Cyber Barrier Dragon,Effect Monster,800,2800
Cyber Blader,Fusion Monster,2100,800
Cyber Commander,Normal Monster,750,700
Cyber Dinosaur,Effect Monster,2500,1900
Cyber Dragon,Effect Monster,2100,1600
Cyber Dragon,Effect Monster,2100,1600
Cyber Dragon Core,Effect Monster,400,1500
Cyber Dragon Drei,Effect Monster,1800,800
Cyber Dragon Infinity,XYZ Monster,2100,1600
Cyber Dragon Nova,XYZ Monster,2100,1600
Cyber Dragon Zwei,Effect Monster,1500,1000
Cyber Eltanin,Effect Monster,0,0
Cyber End Dragon,Fusion Monster,4000,2800
Cyber End Dragon,Fusion Monster,4000,2800
Cyber Falcon,Normal Monster,1400,1200
Cyber Gymnast,Effect Monster,800,1800
Cyber Harpie Lady,Effect Monster,1800,1300
Cyber Jar,Flip Effect Monster,900,900
Cyber Kirin,Effect Monster,300,800
Cyber Larva,Effect Monster,400,600
Cyber Laser Dragon,Effect Monster,2400,1800
Cyber Ogre,Effect Monster,1900,1200
Cyber Ogre 2,Fusion Monster,2600,1900
Cyber Ouroboros,Effect Monster,100,600
Cyber Petit Angel,Effect Monster,300,200
Cyber Phoenix,Effect Monster,1200,1600
Cyber Prima,Effect Monster,2300,1600
Cyber Raider,Effect Monster,1400,1000
Cyber Shark,Effect Monster,2100,2000
Cyber Soldier,Normal Monster,1500,1700
Cyber Soldier of Darkworld,Normal Monster,1400,1200
Cyber Tutu,Effect Monster,1000,800
Cyber Tutubon,Effect Monster,1800,1600
Cyber Twin Dragon,Fusion Monster,2800,2100
Cyber Valley,Effect Monster,0,0
Cyberdark Claw,Effect Monster,1600,800
Cyberdark Dragon,Fusion Monster,1000,1000
Cyberdark Edge,Effect Monster,800,800
Cyberdark Horn,Effect Monster,800,800
Cyberdark Keel,Effect Monster,800,800
Cyberdarkness Dragon,Fusion Monster,2000,2000
Cybernetic Magician,Effect Monster,2400,1000
Cyber-Stein,Effect Monster,700,500
Cyber-Tech Alligator,Normal Monster,2500,1600
Cyborg Doctor,Effect Monster,1500,1700
Cycroid,Normal Monster,800,1000
D.3.S. Frog,Fusion Monster,2500,2000
D.D. Assailant,Effect Monster,1700,1600
D.D. Crazy Beast,Effect Monster,1400,1400
D.D. Crow,Effect Monster,100,100
D.D. Destroyer,Effect Monster,1000,1000
D.D. Guide,Effect Monster,1400,1000
D.D. Jet Iron,Effect Monster,4000,0
D.D. Scout Plane,Effect Monster,800,1200
D.D. Sprite,Tuner Monster,0,100
D.D. Survivor,Effect Monster,1800,200
D.D. Telepon,Effect Monster,500,1800
D.D. Warrior,Effect Monster,1200,1000
D.D. Warrior Lady,Effect Monster,1500,1600
Daigusto Eguls,Synchro Monster,2600,1800
Daigusto Emeral,XYZ Monster,1800,800
Daigusto Falcos,Synchro Monster,1400,1200
Daigusto Phoenix,XYZ Monster,1500,1100
Dai-sojo of the Ice Barrier,Effect Monster,1600,2200
Damage Eater,Effect Monster,100,800
Damage Mage,Effect Monster,600,1200
Dance Princess of the Ice Barrier,Effect Monster,1700,900
Dance Princess of the Nekroz,Effect Monster,1600,800
Dancing Elf,Normal Monster,300,200
Dandylion,Effect Monster,300,300
Danipon,Effect Monster,600,600
Dark Armed Dragon,Effect Monster,2800,1000
Dark Artist,Effect Monster,600,1400
Dark Assailant,Normal Monster,1200,1200
Dark Bat,Normal Monster,1000,1000
Dark Blade,Normal Monster,1800,1500
Dark Blade the Captain of the Evil World,Effect Monster,1800,1500
Dark Bug,Effect Monster,100,100
Dark Cat with White Tail,Flip Effect Monster,800,500
Dark Catapulter,Effect Monster,1000,1500
Dark Chimera,Normal Monster,1610,1460
Dark Desertapir,Effect Monster,1100,300
Dark Diviner,Synchro Monster,2000,1000
Dark Doriado,Pendulum Effect Monster,1800,1400
Dark Driceratops,Effect Monster,2400,1500
Dark Elf,Effect Monster,2000,800
Dark End Dragon,Synchro Monster,2600,2100
Dark Eradicator Warlock,Effect Monster,2500,2100
Dark Flare Knight,Fusion Monster,2200,800
Dark Flattop,Synchro Monster,0,3000
Dark Garnex the Cubic Beast,Effect Monster,0,0
Dark General Freed,Effect Monster,2300,1700
Dark Gray,Normal Monster,800,900
Dark Grepher,Effect Monster,1700,1600
Dark Highlander,Synchro Monster,2800,2300
Dark Horus,Effect Monster,3000,1800
Dark Hunter,Effect Monster,1600,400
Dark King of the Abyss,Normal Monster,1200,800
Dark Lucius LV6,Effect Monster,1700,600
Dark Lucius LV8,Effect Monster,2800,900
Dark Magician,Normal Monster,2500,2100
Dark Magician,Normal Monster,2500,2100
Dark Magician,Normal Monster,2500,2100
Dark Magician,Normal Monster,2500,2100
Dark Magician,Normal Monster,2500,2100
Dark Magician,Normal Monster,2500,2100
Dark Magician,Normal Monster,2500,2100
Dark Magician,Normal Monster,2500,2100
Dark Magician,Normal Monster,2500,2100
Dark Magician Girl,Effect Monster,2000,1700
Dark Magician Girl,Effect Monster,2000,1700
Dark Magician Girl,Effect Monster,2000,1700
Dark Magician Girl,Effect Monster,2000,1700
Dark Magician Girl,Effect Monster,2000,1700
Dark Magician Girl,Effect Monster,2000,1700
Dark Magician Girl the Dragon Knight,Fusion Monster,2600,1700
Dark Magician Knight,Effect Monster,2500,2100
Dark Magician of Chaos,Effect Monster,2800,2600
Dark Mimic LV1,Flip Effect Monster,100,1000
Dark Mimic LV3,Effect Monster,1000,1000
Dark Necrofear,Effect Monster,2200,2800
Dark Nephthys,Effect Monster,2400,1600
Dark Paladin,Fusion Monster,2900,2400
Dark Paladin,Fusion Monster,2900,2400
Dark Paladin,Fusion Monster,2900,2400
Dark Plant,Normal Monster,300,400
Dark Rebellion Xyz Dragon,XYZ Monster,2500,2000
Dark Rebellion Xyz Dragon,XYZ Monster,2500,2000
Dark Red Enchanter,Effect Monster,1700,2200
Dark Requiem Xyz Dragon,XYZ Monster,3000,2500
Dark Resonator,Tuner Monster,1300,300
Dark Ruler Ha Des,Effect Monster,2450,1600
Dark Scorpion - Chick the Yellow,Effect Monster,1000,1000
Dark Scorpion - Cliff the Trap Remover,Effect Monster,1200,1000
Dark Scorpion - Gorg the Strong,Effect Monster,1800,1500
Dark Scorpion - Meanae the Thorn,Effect Monster,1000,1800
Dark Scorpion Burglars,Effect Monster,1000,1000
Dark Shade,Normal Monster,1000,1000
Dark Simorgh,Effect Monster,2700,1000
Dark Strike Fighter,Synchro Monster,2600,1800
Dark Tinker,Tuner Monster,1000,1300
Dark Verger,Effect Monster,0,1000
Dark Voltanis,Effect Monster,2800,1400
Dark Witch,Normal Monster,1800,1700
Dark Zebra,Effect Monster,1800,400
Darkbishop Archfiend,Effect Monster,300,1400
Darkblaze Dragon,Effect Monster,1200,1000
Dark-Eyes Illusionist,Flip Effect Monster,0,1400
Darkfire Dragon,Fusion Monster,1500,1250
Darkfire Soldier 1,Normal Monster,1700,1150
Darkfire Soldier 2,Normal Monster,1700,1100
Darkflare Dragon,Effect Monster,2400,1200
Darklon,Effect Monster,100,100
Darklord Amdusc,Effect Monster,1800,2800
Darklord Asmodeus,Effect Monster,3000,2500
Darklord Desire,Effect Monster,3000,2800
Darklord Edeh Arae,Effect Monster,2300,2000
Darklord Ixchel,Effect Monster,2500,2900
Darklord Marie,Effect Monster,1700,1200
Darklord Morningstar,Effect Monster,3000,3000
Darklord Nasten,Effect Monster,2600,2600
Darklord Nurse Reficule,Effect Monster,1400,600
Darklord Superbia,Effect Monster,2900,2400
Darklord Zerato,Effect Monster,2800,2300
Darkness Neosphere,Effect Monster,4000,4000
Darknight Parshath,Effect Monster,1900,1400
Darksea Float,Effect Monster,0,300
Darksea Rescue,Effect Monster,0,0
Darkstorm Dragon,Gemini Monster,2700,2500
Darktellarknight Batlamyus,XYZ Monster,2600,550
Darkworld Thorns,Normal Monster,1200,900
Dash Warrior,Effect Monster,600,1200
Dawn Knight,Effect Monster,1400,1200
Dawnbreak Gardna,Gemini Monster,1500,500
Daybreaker,Effect Monster,1700,0
D-Boyz,Flip Effect Monster,100,1000
Debris Dragon,Tuner Monster,1000,2000
Decayed Commander,Effect Monster,1000,1500
Decoy Dragon,Effect Monster,300,200
Decoyroid,Effect Monster,300,500
Deep Diver,Effect Monster,1000,1100
Deep Sea Diva,Tuner Monster,200,400
Deep Sweeper,Effect Monster,1600,1300
Deep-Eyes White Dragon,Effect Monster,0,0
Deepsea Macrotrema,Effect Monster,600,100
Deepsea Shark,Fusion Monster,1900,1600
Deepsea Warrior,Effect Monster,1600,1800
Deep-Space Cruiser IX,Effect Monster,900,900
Delg the Dark Monarch,Effect Monster,2400,1000
Delta Flyer,Tuner Monster,1500,900
Delta The Magnet Warrior,Effect Monster,1600,1400
Delta Tri,Effect Monster,1200,1000
Denko Sekka,Effect Monster,1700,1000
Depth Shark,Effect Monster,1400,0
Des Dendle,Union Effect Monster,300,2000
Des Frog,Effect Monster,1900,0
Des Koala,Flip Effect Monster,1100,1800
Des Lacooda,Effect Monster,500,600
Des Mosquito,Effect Monster,500,500
Des Wombat,Effect Monster,1600,300
Desert Protector,Effect Monster,800,1000
Desertapir,Flip Effect Monster,900,300
Deskbot 002,Effect Monster,500,500
Deskbot 003,Effect Monster,500,500
Deskbot 004,Effect Monster,500,500
Deskbot 005,Pendulum Effect Monster,500,500
Deskbot 006,Pendulum Effect Monster,500,500
Deskbot 008,Pendulum Effect Monster,500,500
Deskbot 009,Effect Monster,500,500
Despair from the Dark,Effect Monster,2800,3000
Desrook Archfiend,Effect Monster,1100,1800
Destiny End Dragoon,Fusion Monster,3000,3000
Destiny HERO - Blade Master,Effect Monster,300,600
Destiny HERO - Captain Tenacious,Effect Monster,800,800
Destiny HERO - Celestial,Effect Monster,1600,1400
Destiny HERO - Dangerous,Fusion Monster,2000,2600
Destiny HERO - Dark Angel,Effect Monster,0,0
Destiny HERO - Dasher,Effect Monster,2100,1000
Destiny HERO - Decider,Effect Monster,1600,1000
Destiny HERO - Defender,Effect Monster,100,2700
Destiny HERO - Departed,Effect Monster,1000,0
Destiny HERO - Diamond Dude,Effect Monster,1400,1600
Destiny HERO - Disk Commander,Effect Monster,300,300
Destiny HERO - Dogma,Effect Monster,3400,2400
Destiny HERO - Doom Lord,Effect Monster,600,800
Destiny HERO - Double Dude,Effect Monster,1000,1000
Destiny HERO - Dread Servant,Effect Monster,400,700
Destiny HERO - Dreadmaster,Effect Monster,0,0
Destiny HERO - Drilldark,Effect Monster,1600,1200
Destiny HERO - Dynatag,Effect Monster,1000,1000
Destiny HERO - Malicious,Effect Monster,800,800
Destroyer Golem,Normal Monster,1500,1000
Destruction Cyclone,Effect Monster,2000,1500
Destructotron,Effect Monster,1600,400
Dewdark of the Ice Barrier,Tuner Monster,1200,800
Dharc the Dark Charmer,Flip Effect Monster,500,1500
Diabound Kernel,Effect Monster,1800,1200
Dice Armadillo,Normal Monster,1650,1800
Dice Jar,Flip Effect Monster,200,300
Dicelops,Effect Monster,1800,200
Different Dimension Dragon,Effect Monster,1200,1500
Dig Beak,Normal Monster,500,800
Digital Bug Centibit,Effect Monster,1500,500
Digital Bug Cocoondenser,Effect Monster,0,2000
Digital Bug Corebage,XYZ Monster,2200,1800
Digital Bug Scaradiator,XYZ Monster,1800,1400
Digitron,Normal Monster,1500,0
Dimension Fortress Weapon,Effect Monster,1700,200
Dimension Jar,Flip Effect Monster,200,200
Dimension Wanderer,Effect Monster,0,0
Dimensional Alchemist,Effect Monster,1300,200
Dinomist Ankylos,Pendulum Effect Monster,1500,2000
Dinomist Brachion,Pendulum Effect Monster,2000,800
Dinomist Ceratops,Pendulum Effect Monster,2100,400
Dinomist Plesios,Pendulum Effect Monster,1700,1400
Dinomist Pteran,Pendulum Effect Monster,1800,1200
Dinomist Rex,Pendulum Effect Monster,2400,2200
Dinomist Spinos,Pendulum Effect Monster,2500,1800
Dino-Sewing,Effect Monster,0,0
Disc Fighter,Effect Monster,1000,1000
Disciple of the Forbidden Spell,Effect Monster,1700,800
Disenchanter,Effect Monster,2000,2300
Disk Magician,Normal Monster,1350,1000
Diskblade Rider,Effect Monster,1700,1500
Dissolverock,Normal Monster,900,1000
Divine Dragon - Excelion,Effect Monster,1500,900
Divine Dragon Apocralyph,Effect Monster,1000,1500
Divine Dragon Aquabizarre,Effect Monster,2100,1500
Divine Dragon Knight Felgrand,XYZ Monster,2800,1800
Divine Dragon Lord Felgrand,Effect Monster,2800,2800
Divine Dragon Ragnarok,Normal Monster,1500,1000
Divine Grace - Northwemko,Ritual Effect Monster,2700,1200
Divine Knight Ishzark,Effect Monster,2300,1800
Djinn Cursenchanter of Rituals,Effect Monster,1700,1000
Djinn Demolisher of Rituals,Effect Monster,1500,600
Djinn Disserere of Rituals,Effect Monster,200,200
Djinn Presider of Rituals,Effect Monster,1800,1400
Djinn Prognosticator of Rituals,Effect Monster,400,300
Djinn Releaser of Rituals,Effect Monster,1200,2000
Doctor Cranium,Effect Monster,100,100
Dodger Dragon,Effect Monster,1900,1200
Dododo Bot,Effect Monster,1800,1900
Dododo Buster,Effect Monster,1900,800
Dododo Swordsman,Effect Monster,0,3000
Dododo Witch,Effect Monster,1200,1600
Doggy Diver,Effect Monster,1000,1000
Doitsu,Union Effect Monster,100,200
Doki Doki,Effect Monster,500,500
Dokuroizo the Grim Reaper,Normal Monster,900,1200
Dokuroyaiba,Normal Monster,1000,400
Doma The Angel of Silence,Normal Monster,1600,1400
Don Turtle,Effect Monster,1100,1200
Don Zaloog,Effect Monster,1400,1500
Doom Donuts,Flip Effect Monster,0,0
Doom Dozer,Effect Monster,2800,2600
Doom Virus Dragon,Fusion Monster,1900,1500
Doomdog Octhros,Effect Monster,800,800
Doomkaiser Dragon,Synchro Monster,2400,1500
Doomsday Horror,Effect Monster,0,0
Doomstar Magician,Effect Monster,1800,300
Doppelwarrior,Effect Monster,800,800
Doron,Normal Monster,900,500
Dorover,Normal Monster,900,800
Double Coston,Effect Monster,1700,1650
Double Shark,Effect Monster,1200,1600
Downerd Magician,XYZ Monster,2100,200
Dr. Frankenderp,Effect Monster,300,300
Dragard,Effect Monster,1300,1900
Dragocytos Corrupted Nethersoul Dragon,Synchro Monster,4000,2000
Dragon Buster Destruction Sword,Tuner Monster,400,300
Dragon Core Hexer,Normal Tuner Monster,2300,3000
Dragon Dowser,Effect Monster,1500,1500
Dragon Horn Hunter,Pendulum Normal Monster,2300,1000
Dragon Ice,Effect Monster,1800,2200
Dragon Knight Draco-Equiste,Fusion Monster,3200,2000
Dragon Manipulator,Flip Effect Monster,700,800
Dragon Master Knight,Fusion Monster,5000,5000
Dragon Piper,Flip Effect Monster,200,1800
Dragon Seeker,Effect Monster,2000,2100
Dragon Spirit of White,Effect Monster,2500,2000
Dragon Statue,Normal Monster,1100,900
Dragon Zombie,Normal Monster,1600,0
Dragonecro Nethersoul Dragon,Fusion Monster,3000,0
Dragoness the Wicked Knight,Fusion Monster,1200,900
Dragonic Knight,Effect Monster,2800,2300
Dragonpit Magician,Pendulum Normal Monster,900,2700
Dragonpulse Magician,Pendulum Normal Monster,1800,900
Dragoons of Draconia,Pendulum Normal Monster,1800,200
Dragunity Aklys,Tuner Monster,1000,800
Dragunity Arma Leyvaten,Effect Monster,2600,1200
Dragunity Arma Mystletainn,Effect Monster,2100,1500
Dragunity Brandistock,Tuner Monster,600,400
Dragunity Darkspear,Tuner Monster,1000,1000
Dragunity Dux,Effect Monster,1500,1000
Dragunity Knight - Barcha,Synchro Monster,2000,1200
Dragunity Knight - Gae Bulg,Synchro Monster,2000,1100
Dragunity Knight - Gae Dearg,Synchro Monster,2400,800
Dragunity Knight - Vajrayana,Synchro Monster,1900,1200
Dragunity Legionnaire,Effect Monster,1200,800
Dragunity Partisan,Tuner Monster,1200,800
Dragunity Phalanx,Tuner Monster,500,1100
Dragunity Pilum,Tuner Monster,1400,1000
Dragunity Primus Pilus,Effect Monster,2200,1600
Dread Dragon,Tuner Monster,1100,400
Dreadscythe Harvester,Effect Monster,2300,1600
Dream Clown,Effect Monster,1200,900
Dreamsprite,Effect Monster,300,200
Drill Barnacle,Effect Monster,300,0
Drill Synchron,Tuner Monster,800,300
Drill Warrior,Synchro Monster,2400,2000
Drillroid,Effect Monster,1600,1600
Droll & Lock Bird,Effect Monster,0,0
Drooling Lizard,Normal Monster,900,800
Duck Fighter,Effect Monster,1300,1400
DUCKER Mobile Cannon,Flip Effect Monster,500,500
Dummy Golem,Flip Effect Monster,800,800
Dunames Dark Witch,Normal Monster,1800,1050
Dungeon Worm,Normal Monster,1800,1500
Dupe Frog,Effect Monster,100,2000
Dust Knight,Flip Effect Monster,1400,1200
Dverg of the Nordic Alfar,Effect Monster,100,1000
Dwarf Star Dragon Planeter,Effect Monster,1700,1200
Dweller in the Depths,Effect Monster,1500,700
Dynatherium,Effect Monster,1600,600
Dystopia the Despondent,Effect Monster,5000,5000
DZW - Chimera Clad,Effect Monster,0,0
Eagle Eye,Effect Monster,1300,1200
Eagle Shark,Effect Monster,1000,1800
Earth Armor Ninja,Effect Monster,1600,1200
Earth Effigy,Effect Monster,100,2000
Earthbound Immortal Aslla piscu,Effect Monster,2500,2500
Earthbound Immortal Ccapac Apu,Effect Monster,3000,2500
Earthbound Immortal Chacu Challhua,Effect Monster,2900,2400
Earthbound Immortal Cusillu,Effect Monster,2800,2400
Earthbound Immortal Uru,Effect Monster,3000,3000
Earthbound Immortal Wiraqocha Rasca,Effect Monster,100,100
Earthbound Linewalker,Effect Monster,1200,1900
Earthbound Spirit,Normal Monster,500,2000
Earthquake Giant,Effect Monster,1600,2100
Ebon Magician Curran,Effect Monster,1200,0
Eccentric Boy,Tuner Monster,800,200
Eclipse Wyvern,Effect Monster,1600,1000
Edge Imp Chain,Effect Monster,1200,1800
Edge Imp Frightfuloid,Effect Monster,1300,1300
Edge Imp Sabres,Effect Monster,1200,800
Edge Imp Saw,Effect Monster,500,1000
Eidos the Underworld Squire,Effect Monster,800,1000
El Shaddoll Anoyatyllis,Fusion Monster,2700,2000
El Shaddoll Construct,Fusion Monster,2800,2500
El Shaddoll Grysta,Fusion Monster,2450,1950
El Shaddoll Shekhinaga,Fusion Monster,2600,3000
El Shaddoll Wendigo,Fusion Monster,200,2800
Eldeen,Normal Monster,950,1000
Elder Entity Norden,Fusion Monster,2000,2200
Elder of the Six Samurai,Effect Monster,400,0
Electric Lizard,Effect Monster,850,800
Electric Snake,Effect Monster,800,900
Electric Virus,Effect Monster,1000,1000
Electromagnetic Bagworm,Flip Effect Monster,200,1400
Electromagnetic Turtle,Effect Monster,0,1800
Element Doom,Effect Monster,1500,1200
Element Dragon,Effect Monster,1500,1200
Element Magician,Effect Monster,1500,1200
Element Soldier,Effect Monster,1500,1200
Elemental HERO Absolute Zero,Fusion Monster,2500,2000
Elemental HERO Air Neos,Fusion Monster,2500,2000
Elemental HERO Aqua Neos,Fusion Monster,2500,2000
Elemental HERO Avian,Normal Monster,1000,1000
Elemental HERO Avian,Normal Monster,1000,1000
Elemental HERO Bladedge,Effect Monster,2600,1800
Elemental HERO Blazeman,Effect Monster,1200,1800
Elemental HERO Burstinatrix,Normal Monster,1200,800
Elemental HERO Burstinatrix,Normal Monster,1200,800
Elemental HERO Chaos Neos,Fusion Monster,3000,2500
Elemental HERO Dark Neos,Fusion Monster,2500,2000
Elemental HERO Darkbright,Fusion Monster,2000,1000
Elemental HERO Divine Neos,Fusion Monster,2500,2500
Elemental HERO Electrum,Fusion Monster,2900,2600
Elemental HERO Escuridao,Fusion Monster,2500,2000
Elemental HERO Flame Wingman,Fusion Monster,2100,1200
Elemental HERO Flash,Effect Monster,1100,1600
Elemental HERO Gaia,Fusion Monster,2200,2600
Elemental HERO Grand Neos,Fusion Monster,2500,2000
Elemental HERO Great Tornado,Fusion Monster,2800,2200
Elemental HERO Ice Edge,Effect Monster,800,900
Elemental HERO Inferno,Fusion Monster,2300,1600
Elemental HERO Knospe,Effect Monster,600,1000
Elemental HERO Lady Heat,Effect Monster,1300,1000
Elemental HERO Marine Neos,Fusion Monster,2800,2300
Elemental HERO Mariner,Fusion Monster,1400,1000
Elemental HERO Mudballman,Fusion Monster,1900,3000
Elemental HERO Neo Bubbleman,Effect Monster,800,1200
Elemental HERO Neos Alius,Gemini Monster,1900,1300
Elemental HERO Neos Knight,Fusion Monster,2500,1000
Elemental HERO Nova Master,Fusion Monster,2600,2100
Elemental HERO Ocean,Effect Monster,1500,1200
Elemental HERO Phoenix Enforcer,Fusion Monster,2100,1200
Elemental HERO Plasma Vice,Fusion Monster,2600,2300
Elemental HERO Poison Rose,Effect Monster,1900,2000
Elemental HERO Rampart Blaster,Fusion Monster,2000,2500
Elemental HERO Shadow Mist,Effect Monster,1000,1500
Elemental HERO Shining Flare Wingman,Fusion Monster,2500,2100
Elemental HERO Sparkman,Normal Monster,1600,1400
Elemental HERO Sparkman,Normal Monster,1600,1400
Elemental HERO Storm Neos,Fusion Monster,3000,2500
Elemental HERO Stratos,Effect Monster,1800,300
Elemental HERO Tempest,Fusion Monster,2800,2800
Elemental HERO Terra Firma,Fusion Monster,2500,2000
Elemental HERO The Shining,Fusion Monster,2600,2100
Elemental HERO Thunder Giant,Fusion Monster,2400,1500
Elemental HERO Voltic,Effect Monster,1000,1500
Elemental HERO Wild Wingman,Fusion Monster,1900,2300
Elemental HERO Wildedge,Fusion Monster,2600,2300
Elemental HERO Woodsman,Effect Monster,1000,2000
Elephant Statue of Disaster,Effect Monster,1500,0
Embryonic Beast,Normal Monster,500,750
Emes the Infinity,Effect Monster,2500,2000
Emissary from Pandemonium,Tuner Monster,2600,1800
Emissary of the Afterlife,Effect Monster,1600,600
Emissary of the Oasis,Effect Monster,600,400
Emperor of Prophecy,Effect Monster,2300,2000
Emperor of the Land and Sea,Normal Monster,1800,1500
Emperor Sem,Effect Monster,1300,2200
Empress Judge,Fusion Monster,2100,1700
Empress Mantis,Normal Monster,2200,1400
Empress of Prophecy,XYZ Monster,2000,1700
